NMEA message,PGHP time stamp
"!BSVDM,1,1,,A,19NSA4@01QPqWAtP5p=5AT:8082g,0*5B","$PGHP,1,2018,11,19,11,47,4,676,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01QPqWMPP5oHUAT:N00RU,0*56","$PGHP,1,2018,11,19,11,47,16,111,219,,2190047,1,*16"
"!BSVDM,1,1,,A,19NSA4@01QPqWUtP5nhUAT:h05Jt,0*52","$PGHP,1,2018,11,19,11,47,24,550,219,,2190048,1,*19"
"!BSVDM,1,1,,B,19NSA4@01QPqWjhP5mo5AT;805Jt,0*47","$PGHP,1,2018,11,19,11,47,36,94,219,,2190048,1,*27"
"!BSVDM,1,1,,A,19NSA4@01QPqWtLP5m<UAT;J0D<E,0*09","$PGHP,1,2018,11,19,11,47,45,189,219,,2190047,1,*11"
"!BSVDM,1,1,,B,19NSA4@01QPq`9@P5l@UAT;h08Pq,0*07","$PGHP,1,2018,11,19,11,47,56,140,219,,2190047,1,*16"
"!BSVDM,1,1,,A,19NSA4@01QPq`AdP5kc5AT:805K0,0*1A","$PGHP,1,2018,11,19,11,48,4,674,219,,2190048,1,*21"
"!BSVDM,2,1,6,B,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5B!BSVDM,2,2,6,B,AhH888888888880,2*61","$PGHP,1,2018,11,19,11,48,10,227,219,,2190048,1,*16"
"!BSVDM,1,1,,B,19NSA4@01QPq`MTP5jl5AT:N0H8o,0*0C","$PGHP,1,2018,11,19,11,48,15,141,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,19NSA4@01QPq`VtP5j9UAT:h00S4,0*6F","$PGHP,1,2018,11,19,11,48,24,548,219,,2190047,1,*10"
"!BSVDM,1,1,,B,19NSA4@01QPq`khP5i=UAT;800S1,0*1E","$PGHP,1,2018,11,19,11,48,36,92,219,,2190047,1,*21"
"!BSVDM,1,1,,A,19NSA4@01RPq`uLP5hS5AT;J0@JN,0*4F","$PGHP,1,2018,11,19,11,48,45,187,219,,2190047,1,*10"
"!BSVDM,1,1,,B,19NSA4@01RPqa8HP5gkUAT;f05K0,0*75","$PGHP,1,2018,11,19,11,48,56,154,219,,2190048,1,*13"
"!BSVDM,1,1,,A,19NSA4@01RPqaB4P5g6UAT:800S>,0*61","$PGHP,1,2018,11,19,11,49,4,687,219,,2190047,1,*23"
"!BSVDM,1,1,,B,19NSA4@01RPqaLdP5fG5AT:L0D<I,0*34","$PGHP,1,2018,11,19,11,49,15,139,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01RPqaW`P5eU5AT:h0@>B,0*10","$PGHP,1,2018,11,19,11,49,24,390,219,,2190047,1,*12"
"!BSVDM,1,1,,B,19NSA4@01RPqakPP5df5AT;80D<O,0*77","$PGHP,1,2018,11,19,11,49,35,856,219,,2190047,1,*13"
"!BSVDM,1,1,,A,19NSA4@01RPqau<P5d3UAT;J0<<L,0*3A","$PGHP,1,2018,11,19,11,49,45,184,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,19NSA4@01RPqb94P5c<UAT;h00RR,0*28","$PGHP,1,2018,11,19,11,49,56,151,219,,2190047,1,*18"
"!BSVDM,1,1,,A,19NSA4@01RPqbBhP5bOUAT::0D<M,0*28","$PGHP,1,2018,11,19,11,50,4,778,219,,2190047,1,*2A"
"!BSVDM,1,1,,B,19NSA4@01SPqbMHP5ah5AT:N0@8o,0*17","$PGHP,1,2018,11,19,11,50,15,136,219,,2190048,1,*19"
"!BSVDM,1,1,,A,19NSA4@01SPqb`DP5`v5AT:h0<<H,0*53","$PGHP,1,2018,11,19,11,50,24,387,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,19NSA4@01SPqbmLP5`4UAT;80@E0,0*5B","$PGHP,1,2018,11,19,11,50,35,853,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01SPqbw8P5WGUAT;J08JN,0*09","$PGHP,1,2018,11,19,11,50,45,182,219,,2190048,1,*13"
"!BSVDM,1,1,,B,19NSA4@01SPqc:4P5VUUAT;f0HPA,0*10","$PGHP,1,2018,11,19,11,50,55,88,219,,2190047,1,*26"
"!BSVDM,1,1,,A,19NSA4@01SPqcD4P5UpUAT:80@2k,0*54","$PGHP,1,2018,11,19,11,51,4,791,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01SPqcP@P5U45?4:N0<<L,0*2E","$PGHP,1,2018,11,19,11,51,15,134,219,,2190047,1,*15"
"!BSVDM,1,1,,A,19NSA4@01SPqcb@P5TG5?4:h08>B,0*43","$PGHP,1,2018,11,19,11,51,24,385,219,,2190047,1,*1F"
"!BSVDM,1,1,,B,19NSA4@01SPqcn8P5SRU?4;60<<P,0*0D","$PGHP,1,2018,11,19,11,51,35,851,219,,2190048,1,*12"
"!BSVDM,1,1,,A,19NSA4@01TPqcwlP5RrU?4;H05K<,0*09","$PGHP,1,2018,11,19,11,51,45,180,219,,2190048,1,*10"
"!BSVDM,1,1,,B,19NSA4@01TPqd:hP5R8U?4;d0D<K,0*53","$PGHP,1,2018,11,19,11,51,55,70,219,,2190047,1,*20"
"!BSVDM,1,1,,A,19NSA4@01TPqdEdP5QI5?4:80<<P,0*0F","$PGHP,1,2018,11,19,11,52,4,789,219,,2190047,1,*26"
"!BSVDM,1,1,,B,19NSA4@01TPqdP`P5PW5AT:L088o,0*57","$PGHP,1,2018,11,19,11,52,15,132,219,,2190048,1,*1F"
"!BSVDM,1,1,,A,19NSA4@01TPqdb`P5Or5AT:h05K@,0*29","$PGHP,1,2018,11,19,11,52,24,383,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,19NSA4@01TPqdohP5O0U?4;808E0,0*31","$PGHP,1,2018,11,19,11,52,35,849,219,,2190048,1,*18"
"!BSVDM,1,1,,A,19NSA4@01TPqe1hP5NCU?4;J00SW,0*14","$PGHP,1,2018,11,19,11,52,45,178,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,19NSA4@01TPqe=0P5MT5?4;f0@PA,0*7E","$PGHP,1,2018,11,19,11,52,55,84,219,,2190047,1,*28"
"!BSVDM,1,1,,A,19NSA4@01TPqeG0P5Lo5AT:8082k,0*4C","$PGHP,1,2018,11,19,11,53,4,787,219,,2190047,1,*29"
"!BSVDM,1,1,,B,19NSA4@01TPqeSlP5Ks5AT6N05KD,0*3D","$PGHP,1,2018,11,19,11,53,15,130,219,,2190048,1,*1C"
"!BSVDM,1,1,,A,19NSA4@01SPqeePP5K>5AT6h00T9,0*3F","$PGHP,1,2018,11,19,11,53,24,381,219,,2190047,1,*19"
"!BSVDM,1,1,,B,19NSA4@01SPqer0P5JIU?45605KD,0*79","$PGHP,1,2018,11,19,11,53,35,847,219,,2190048,1,*17"
"!BSVDM,1,1,,A,19NSA4@01SPqf5@P5IdU:45J0<<P,0*73","$PGHP,1,2018,11,19,11,53,45,956,219,,2190048,1,*11"
"!BSVDM,1,1,,B,19NSA4@01SPqf?pP5I25:45d0<<P,0*52","$PGHP,1,2018,11,19,11,53,55,82,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,19NSA4@01SPqfK8P5HE57T4805KH,0*4D","$PGHP,1,2018,11,19,11,54,4,785,219,,2190047,1,*2C"
"!BSVDM,2,1,3,A,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5D!BSVDM,2,2,3,A,AhH888888888880,2*67","$PGHP,1,2018,11,19,11,54,9,948,219,,2190048,1,*21"
"!BSVDM,1,1,,B,19NSA4@01RPqfW0P5GUU7T4L00Sl,0*69","$PGHP,1,2018,11,19,11,54,15,128,219,,2190047,1,*1D"
"!BSVDM,1,1,,A,19NSA4@01RPqfl8P5FkU544j0<<P,0*7D","$PGHP,1,2018,11,19,11,54,26,63,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01RPqg00P5F6U545600RK,0*52","$PGHP,1,2018,11,19,11,54,35,860,219,,2190047,1,*1A"
"!BSVDM,1,1,,A,19NSA4@01RPqg;TP5EIU545L08Js,0*10","$PGHP,1,2018,11,19,11,54,45,953,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,19NSA4@01RPqgF<P5DiU545f08PA,0*25","$PGHP,1,2018,11,19,11,54,55,79,219,,2190048,1,*23"
"!BSVDM,1,1,,A,19NSA4@01RPqgR4P5D752T4:00Sl,0*18","$PGHP,1,2018,11,19,11,55,4,782,219,,2190047,1,*2A"
"!BSVDM,1,1,,B,19NSA4@01RPqgfpP5CE52T4P0D<M,0*4E","$PGHP,1,2018,11,19,11,55,16,248,219,,2190048,1,*15"
"!BSVDM,1,1,,A,19NSA4@01RPqgrhP5BbU2T4l08?A,0*48","$PGHP,1,2018,11,19,11,55,26,61,219,,2190047,1,*20"
"!BSVDM,1,1,,B,19NSA4@01RPqh5HP5B2U2T540<<P,0*3C","$PGHP,1,2018,11,19,11,55,34,609,219,,2190048,1,*14"
"!BSVDM,1,1,,A,19NSA4@01RPqhCLP5A>52T5L05KL,0*38","$PGHP,1,2018,11,19,11,55,45,966,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,19NSA4@01RPqhN4P5@V5545f05KL,0*6A","$PGHP,1,2018,11,19,11,55,55,76,219,,2190047,1,*22"
"!BSVDM,1,1,,A,19NSA4@01RPqhatP5?q52T4:0@3M,0*68","$PGHP,1,2018,11,19,11,56,5,903,219,,2190048,1,*20"
"!BSVDM,1,1,,B,19NSA4@01RPqho4P5?9U2T4P0@9Q,0*71","$PGHP,1,2018,11,19,11,56,16,245,219,,2190047,1,*14"
"!BSVDM,1,1,,A,19NSA4@01SPqi1dP5>QU2T4j05KP,0*29","$PGHP,1,2018,11,19,11,56,26,58,219,,2190047,1,*29"
"!BSVDM,1,1,,B,19NSA4@01SPqi<DP5=qU2T5408DA,0*68","$PGHP,1,2018,11,19,11,56,34,607,219,,2190047,1,*16"
"!BSVDM,1,1,,A,19NSA4@01SPqiILP5=:52T5J00S;,0*26","$PGHP,1,2018,11,19,11,56,45,963,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,19NSA4@01SPqiTHP5<R52T5d00S?,0*7F","$PGHP,1,2018,11,19,11,56,55,74,219,,2190048,1,*2C"
"!BSVDM,1,1,,A,19NSA4@01SPqiiPP5;jU2T4:0<<P,0*55","$PGHP,1,2018,11,19,11,57,5,916,219,,2190048,1,*25"
"!BSVDM,1,1,,B,19NSA4@01SPqiudP5;5U2T4P0<<M,0*56","$PGHP,1,2018,11,19,11,57,16,243,219,,2190047,1,*13"
"!BSVDM,1,1,,A,19NSA4@01TPqj9TP5:K52T4l00RN,0*6F","$PGHP,1,2018,11,19,11,57,26,71,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,19NSA4@01TPqjC@P59p52T5405KT,0*65","$PGHP,1,2018,11,19,11,57,34,604,219,,2190048,1,*1B"
"!BSVDM,1,1,,A,19NSA4@01TPqjQtP593U045L0D<N,0*65","$PGHP,1,2018,11,19,11,57,45,992,219,,2190047,1,*12"
"!BSVDM,1,1,,B,19NSA4@01TPqje<P58KU045f0@PF,0*29","$PGHP,1,2018,11,19,11,57,55,211,219,,2190047,1,*13"
"!BSVDM,1,1,,A,19NSA4@01UPqjt<P57W5044<083M,0*02","$PGHP,1,2018,11,19,11,58,5,913,219,,2190048,1,*2F"
"!BSVDM,1,1,,B,19NSA4@01UPqk8dP56r5044P089Q,0*4A","$PGHP,1,2018,11,19,11,58,16,255,219,,2190048,1,*14"
"!BSVDM,1,1,,A,19NSA4@01UPqkBdP56G5044h0D<M,0*5B","$PGHP,1,2018,11,19,11,58,24,898,219,,2190048,1,*1E"
"!BSVDM,1,1,,B,19NSA4@01UPqkO<P55dU045400SB,0*04","$PGHP,1,2018,11,19,11,58,34,601,219,,2190047,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01VPqkdtP54u5045J0@Jt,0*36","$PGHP,1,2018,11,19,11,58,45,989,219,,2190048,1,*18"
"!BSVDM,1,1,,B,19NSA4@01VPqkqhP54@4uT5f0<<N,0*31","$PGHP,1,2018,11,19,11,58,55,224,219,,2190048,1,*15"
"!BSVDM,1,1,,A,19NSA4@01WPql6TP53UTs48:05Kd,0*5E","$PGHP,1,2018,11,19,11,59,5,910,219,,2190051,1,*25"
"!BSVDM,1,1,,B,19NSA4@OiWPqlC4P52uTs4:N05Kd,0*38","$PGHP,1,2018,11,19,11,59,16,253,219,,2190048,1,*13"
"!BSVDM,1,1,,A,19NSA4@Oi`PqlN`P52H4s4>h0@>U,0*1B","$PGHP,1,2018,11,19,11,59,24,895,219,,2190047,1,*1D"
"!BSVDM,1,1,,B,19NSA4@Oi`Pqlc8P51eTuTC40@DI,0*02","$PGHP,1,2018,11,19,11,59,34,817,219,,2190048,1,*19"
"!BSVDM,1,1,,A,19NSA4@Oi`PqlppP50sU04IL0<<O,0*19","$PGHP,1,2018,11,19,11,59,45,986,219,,2190048,1,*16"
"!BSVDM,1,1,,B,19NSA4@Oi`Pqm48P50A554Mf08PF,0*0F","$PGHP,1,2018,11,19,11,59,55,206,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,19NSA4@Oi`Pqm@tP4wJ5<TP<00RO,0*54","$PGHP,1,2018,11,19,12,0,5,907,219,,2190047,1,*1B"
"!BSVDM,2,1,1,B,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5C!BSVDM,2,2,1,B,AhH888888888880,2*66","$PGHP,1,2018,11,19,12,0,8,294,219,,2190048,1,*18"
"!BSVDM,1,1,,B,19NSA4@Oi`PqmKpP4v`5ATTP00Rm,0*44","$PGHP,1,2018,11,19,12,0,16,250,219,,2190051,1,*27"
"!BSVDM,1,1,,A,19NSA4@Oi`PqmUTP4un5I4`j0<<L,0*55","$PGHP,1,2018,11,19,12,0,24,892,219,,2190047,1,*25"
"!BSVDM,1,1,,B,19NSA4@Oi`PqmhPP4toUN4c60<<M,0*56","$PGHP,1,2018,11,19,12,0,34,814,219,,2190051,1,*2D"
"!BSVDM,1,1,,A,19NSA4@Oi`PqmshP4snUS4iL08Jt,0*56","$PGHP,1,2018,11,19,12,0,45,983,219,,2190048,1,*2C"
"!BSVDM,1,1,,B,19NSA4@Oi`Pqn4<P4rwU`4mf05P0,0*13","$PGHP,1,2018,11,19,12,0,55,203,219,,2190047,1,*21"
"!BSVDM,1,1,,A,19NSA4@Oi`Pqn<0P4r8Ue4p80<<J,0*02","$PGHP,1,2018,11,19,12,1,4,750,219,,2190047,1,*17"
"!BSVDM,1,1,,B,19NSA4@Oi`PqnE4P4q2UlTrN0@9<,0*67","$PGHP,1,2018,11,19,12,1,15,686,219,,2190048,1,*22"
"!BSVDM,1,1,,A,19NSA4@Oi`PqnKtP4p95qTvh08>U,0*69","$PGHP,1,2018,11,19,12,1,24,889,219,,2190048,1,*21"
"!BSVDM,1,1,,B,19NSA4@Oi`PqnS8P4o85t53408DI,0*3B","$PGHP,1,2018,11,19,12,1,34,811,219,,2190047,1,*2E"
"!BSVDM,1,1,,A,19NSA4@OiaPqnbtP4mwV159J05P4,0*3F","$PGHP,1,2018,11,19,12,1,45,981,219,,2190047,1,*20"
"!BSVDM,1,1,,B,19NSA4@OiaPqnhTP4m3V65?d00S1,0*7E","$PGHP,1,2018,11,19,12,1,55,216,219,,2190051,1,*23"
"!BSVDM,1,1,,A,19NSA4@OiaPqnn<P4kuV=UB8082j,0*2B","$PGHP,1,2018,11,19,12,2,4,763,219,,2190047,1,*14"
"!BSVDM,1,1,,B,19NSA4@OiaPqnsPP4jh6E5HN0<<G,0*66","$PGHP,1,2018,11,19,12,2,15,683,219,,2190048,1,*24"
"!BSVDM,1,1,,A,19NSA4@OiaPqnvtP4iiVLUNj05P8,0*77","$PGHP,1,2018,11,19,12,2,24,887,219,,2190047,1,*23"
"!BSVDM,1,1,,B,19NSA4@OiaPqo24P4ha6T5S605P8,0*21","$PGHP,1,2018,11,19,12,2,34,808,219,,2190051,1,*22"
"!BSVDM,1,1,,A,19NSA4@OiaPqo4TP4gI6cUaL00SG,0*05","$PGHP,1,2018,11,19,12,2,45,978,219,,2190051,1,*22"
"!BSVDM,1,1,,B,19NSA4@OiaPqo5lP4fH6k5ef0L<P,0*7D","$PGHP,1,2018,11,19,12,2,54,963,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,19NSA4@OiaPqo6LP4e=6rUj805P<,0*7A","$PGHP,1,2018,11,19,12,3,4,760,219,,2190047,1,*16"
"!BSVDM,1,1,,B,19NSA4@OiaPqo5lP4cu74UlN089<,0*47","$PGHP,1,2018,11,19,12,3,15,680,219,,2190047,1,*29"
"!BSVDM,1,1,,A,19NSA4@01aPqo4TP4bt79Unh00Si,0*44","$PGHP,1,2018,11,19,12,3,24,884,219,,2190047,1,*21"
"!BSVDM,1,1,,B,19NSA4@01aPqo2HP4akWA5s400Sj,0*7B","$PGHP,1,2018,11,19,12,3,34,805,219,,2190051,1,*2E"
"!BSVDM,1,1,,A,19NSA4@OibPqnwTP4`L7F5wL0<<J,0*7A","$PGHP,1,2018,11,19,12,3,46,334,219,,2190047,1,*25"
"!BSVDM,1,1,,B,19NSA4@01bPqnu4P4WRWK61d0HP=,0*7A","$PGHP,1,2018,11,19,12,3,54,976,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,19NSA4@01bPqnqDP4VJ7P62800S;,0*4D","$PGHP,1,2018,11,19,12,4,4,757,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,19NSA4@01cPqnl`P4U:7U64N05P@,0*0D","$PGHP,1,2018,11,19,12,4,15,693,219,,2190047,1,*2C"
"!BSVDM,1,1,,A,19NSA4@01cPqngtP4T1Wb66j0L<N,0*71","$PGHP,1,2018,11,19,12,4,25,926,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,19NSA4@01dPqnbtP4Rq7g6760D<P,0*18","$PGHP,1,2018,11,19,12,4,35,879,219,,2190047,1,*24"
"!BSVDM,1,1,,A,19NSA4@01ePqnU`P4QhWg67J08K9,0*5D","$PGHP,1,2018,11,19,12,4,46,331,219,,2190048,1,*28"
"!BSVDM,1,1,,B,19NSA4@01fPqnPDP4PgWiV5f0D<L,0*4C","$PGHP,1,2018,11,19,12,4,54,973,219,,2190047,1,*28"
"!BSVDM,1,1,,A,19NSA4@01fPqnJHP4OaWl60:0@2k,0*51","$PGHP,1,2018,11,19,12,5,4,786,219,,2190048,1,*17"
"!BSVDM,1,1,,B,19NSA4@01gPqnClP4NIWiUvP00Rs,0*15","$PGHP,1,2018,11,19,12,5,15,690,219,,2190064,1,*2F"
"!BSVDM,1,1,,A,19NSA4@01gPqn><P4M77g5tl0H?<,0*2C","$PGHP,1,2018,11,19,12,5,25,923,219,,2190051,1,*2D"
"!BSVDM,1,1,,B,19NSA4@01gPqn9<P4KqWdUs80@E1,0*47","$PGHP,1,2018,11,19,12,5,35,876,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,19NSA4@01gPqn3pP4JTWb5oL05PD,0*3D","$PGHP,1,2018,11,19,12,5,46,328,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,19NSA4@01fPqn0LP4IQ7U5mf0@P=,0*75","$PGHP,1,2018,11,19,12,5,54,971,219,,2190047,1,*2B"
"!BSVDM,1,1,,A,19NSA4@01fPqmu`P4HMWP5l80<<M,0*5B","$PGHP,1,2018,11,19,12,6,4,767,219,,2190047,1,*14"
"!BSVDM,2,1,3,A,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5D!BSVDM,2,2,3,A,AhH888888888880,2*67","$PGHP,1,2018,11,19,12,6,8,854,219,,2190048,1,*18"
"!BSVDM,1,1,,B,19NSA4@01fPqmr<P4G8WK5jN0<<L,0*13","$PGHP,1,2018,11,19,12,6,15,282,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,19NSA4@01fPqmp0P4EuWF5jj0D<M,0*01","$PGHP,1,2018,11,19,12,6,25,921,219,,2190047,1,*2B"
"!BSVDM,1,1,,B,19NSA4@01fPqmmPP4Dh7F5k60<<O,0*24","$PGHP,1,2018,11,19,12,6,35,858,219,,2190047,1,*25"
"!BSVDM,1,1,,A,19NSA4@01fPqmkDP4CMWCUiL00RA,0*06","$PGHP,1,2018,11,19,12,6,46,310,219,,2190047,1,*26"
"!BSVDM,1,1,,B,19NSA4@01fPqmj4P4BO7A5kd0<<P,0*2C","$PGHP,1,2018,11,19,12,6,54,968,219,,2190047,1,*20"
"!BSVDM,1,1,,A,19NSA4@01fPqmh<P4AD7>Uj8082k,0*5E","$PGHP,1,2018,11,19,12,7,4,780,219,,2190048,1,*13"
"!BSVDM,1,1,,B,19NSA4@01fPqmftP4@6W>UjL088u,0*68","$PGHP,1,2018,11,19,12,7,15,279,219,,2190048,1,*20"
"!BSVDM,1,1,,A,19NSA4@01gPqmeHP4>g7>Ujl0@?<,0*0C","$PGHP,1,2018,11,19,12,7,25,918,219,,2190047,1,*20"
"!BSVDM,1,1,,B,19NSA4@01gPqmclP4=QW>Uk808E1,0*22","$PGHP,1,2018,11,19,12,7,35,871,219,,2190048,1,*20"
"!BSVDM,1,1,,A,19NSA4@01gPqmbTP4<KW<5kJ0@J@,0*15","$PGHP,1,2018,11,19,12,7,44,794,219,,2190047,1,*2D"
"!BSVDM,1,1,,B,19NSA4@01hPqma`P4;>7<5kf08P=,0*0F","$PGHP,1,2018,11,19,12,7,54,965,219,,2190047,1,*2C"
"!BSVDM,1,1,,A,19NSA4@01hPqm`HP49v7<5j:05PP,0*52","$PGHP,1,2018,11,19,12,8,4,777,219,,2190048,1,*14"
"!BSVDM,1,1,,B,19NSA4@01hPqmW8P48a79UjN05PP,0*11","$PGHP,1,2018,11,19,12,8,15,276,219,,2190047,1,*2F"
"!BSVDM,1,1,,A,19NSA4@01iPqmV<P47AW9Ujl0<<N,0*00","$PGHP,1,2018,11,19,12,8,25,915,219,,2190047,1,*22"
"!BSVDM,1,1,,B,19NSA4@01iPqmU@P46979Uk605PP,0*45","$PGHP,1,2018,11,19,12,8,35,868,219,,2190047,1,*28"
"!BSVDM,1,1,,A,19NSA4@01iPqmTDP45379UkH0<<P,0*51","$PGHP,1,2018,11,19,12,8,44,791,219,,2190048,1,*28"
"!BSVDM,1,1,,B,19NSA4@01jPqmSHP43k79Ukd05PP,0*4D","$PGHP,1,2018,11,19,12,8,54,963,219,,2190047,1,*25"
"!BSVDM,1,1,,A,19NSA4@01jPqmRhP42PW75j800SE,0*15","$PGHP,1,2018,11,19,12,9,4,776,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,19NSA4@01kPqmQlP419775jN00S;,0*12","$PGHP,1,2018,11,19,12,9,15,275,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,19NSA4@01kPqmPpP3wnW75jj08?<,0*3D","$PGHP,1,2018,11,19,12,9,25,914,219,,2190048,1,*2D"
"!BSVDM,1,1,,B,19NSA4@01kPqmOtP3vVW9Uk600RI,0*3F","$PGHP,1,2018,11,19,12,9,35,868,219,,2190047,1,*29"
"!BSVDM,1,1,,A,19NSA4@01lPqmODP3uN775kH08J@,0*79","$PGHP,1,2018,11,19,12,9,44,791,219,,2190047,1,*26"
"!BSVDM,1,1,,B,19NSA4@01lPqmNHP3t;W75kf00S?,0*23","$PGHP,1,2018,11,19,12,9,54,963,219,,2190047,1,*24"
"!BSVDM,1,1,,A,19NSA4@01lPqmMLP3rq775j:0L<K,0*31","$PGHP,1,2018,11,19,12,10,5,72,219,,2190051,1,*16"
"!BSVDM,1,1,,B,19NSA4@01mPqmLPP3qVW9UjN0D<L,0*7F","$PGHP,1,2018,11,19,12,10,15,306,219,,2190047,1,*10"
"!BSVDM,1,1,,A,19NSA4@01mPqmKTP3p<W75jl05P`,0*69","$PGHP,1,2018,11,19,12,10,25,915,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,19NSA4@01mPqmJtP3o;W75k40HD@,0*43","$PGHP,1,2018,11,19,12,10,34,557,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01mPqmJ0P3mWW75kJ05P`,0*5D","$PGHP,1,2018,11,19,12,10,44,807,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,19NSA4@01mPqmI4P3lE775kf0L<N,0*3D","$PGHP,1,2018,11,19,12,10,55,88,219,,2190047,1,*21"
"!BSVDM,1,1,,A,19NSA4@01nPqmH8P3k0775j:0H2v,0*2D","$PGHP,1,2018,11,19,12,11,5,73,219,,2190048,1,*1E"
"!BSVDM,1,1,,B,19NSA4@01nPqmGPP3ieW75jN0@8v,0*08","$PGHP,1,2018,11,19,12,11,15,322,219,,2190048,1,*18"
"!BSVDM,1,1,,A,19NSA4@01oPqmFTP3hK775jj00RB,0*4A","$PGHP,1,2018,11,19,12,11,25,931,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,19NSA4@01oPqmEtP3g=W75k40D<H,0*3C","$PGHP,1,2018,11,19,12,11,34,574,219,,2190047,1,*11"
"!BSVDM,1,1,,A,19NSA4@01oPqmE0P3es775kH00S8,0*40","$PGHP,1,2018,11,19,12,11,44,808,219,,2190047,1,*10"
"!BSVDM,1,1,,B,19NSA4@01oPqmDHP3dV775kd0HPB,0*33","$PGHP,1,2018,11,19,12,11,55,104,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,19NSA4@01oPqmCLP3cCW75j80D<P,0*6E","$PGHP,1,2018,11,19,12,12,5,73,219,,2190048,1,*1D"
"!BSVDM,2,1,0,B,59NSA4@2>IC07QMc:20duE@4hT4pu>2222222216H8U:K6rd0B5Dm835,0*5D!BSVDM,2,2,0,B,AhH888888888880,2*67","$PGHP,1,2018,11,19,12,12,8,942,219,,2190048,1,*2B"
"!BSVDM,1,1,,B,19NSA4@01oPqmBPP3b1775jL0<<P,0*6F","$PGHP,1,2018,11,19,12,12,15,307,219,,2190047,1,*13"
"!BSVDM,1,1,,A,19NSA4@01pPqmApP3`kW75lh0@>D,0*20","$PGHP,1,2018,11,19,12,12,24,434,219,,2190047,1,*16"
"!BSVDM,1,1,,B,19NSA4@01pPqmATP3WG74Uo60@D@,0*3C","$PGHP,1,2018,11,19,12,12,34,621,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,19NSA4@01pPqm@tP3V2775qJ0@J>,0*1B","$PGHP,1,2018,11,19,12,12,44,762,219,,2190047,1,*10"
"!BSVDM,1,1,,B,19NSA4@01pPqm?HP3Te7<5qf0D<N,0*2B","$PGHP,1,2018,11,19,12,12,55,105,219,,2190051,1,*10"
"!BSVDM,1,1,,A,19NSA4@01pPqm=PP3SH7>Up:0@2v,0*15","$PGHP,1,2018,11,19,12,13,5,74,219,,2190051,1,*13"
"!BSVDM,1,1,,B,19NSA4@01pPqm;`P3QsW>UpN088v,0*7F","$PGHP,1,2018,11,19,12,13,15,323,219,,2190047,1,*14"
"!BSVDM,1,1,,A,19NSA4@01pPqm:4P3PhW>Uph0<<P,0*33","$PGHP,1,2018,11,19,12,13,24,434,219,,2190047,1,*17"
"!BSVDM,1,1,,B,19NSA4@01qPqm8<P3OKW>Uq40<<M,0*47","$PGHP,1,2018,11,19,12,13,34,575,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,19NSA4@01qPqm6DP3N6W>UqH0<<O,0*30","$PGHP,1,2018,11,19,12,13,44,762,219,,2190051,1,*16"
"!BSVDM,1,1,,B,19NSA4@01qPqm4LP3Lb7>Uqf0@PB,0*3C","$PGHP,1,2018,11,19,12,13,55,105,219,,2190051,1,*11"
"!BSVDM,1,1,,A,19NSA4@01qPqm2pP3KO7>Up80<<L,0*6E","$PGHP,1,2018,11,19,12,14,5,90,219,,2190048,1,*16"
